timestamp,main_state
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
2521494,0
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
43962710,8
