timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
633712071,4.851709,0.0,0,0,1,0,0,0,0
634212050,4.793701,0.0,0,0,1,0,0,0,0
634712050,4.8500977,0.0,0,0,1,0,0,0,0
635222091,4.8484864,0.0,0,0,1,0,0,0,0
635722050,4.8549314,0.0,0,0,1,0,0,0,0
636222050,4.851709,0.0,0,0,1,0,0,0,0
636722050,4.85332,0.0,0,0,1,0,0,0,0
637222050,4.85332,0.0,0,0,1,0,0,0,0
637722050,4.856543,0.0,0,0,1,0,0,0,0
638222050,4.8500977,0.0,0,0,1,0,0,0,0
638722088,4.8549314,0.0,0,0,1,0,0,0,0
639222050,4.8549314,0.0,0,0,1,0,0,0,0
639722050,4.8065915,0.0,0,0,1,0,0,0,0
640232053,4.856543,0.0,0,0,1,0,0,0,0
640732050,4.8549314,0.0,0,0,1,0,0,0,0
641232050,4.8065915,0.0,0,0,1,0,0,0,0
641732052,4.808203,0.0,0,0,1,0,0,0,0
642232050,4.8355956,0.0,0,0,1,0,0,0,0
642732050,4.793701,0.0,0,0,1,0,0,0,0
643232050,4.85332,0.0,0,0,1,0,0,0,0
643742091,4.851709,0.0,0,0,1,0,0,0,0
644242050,4.8452635,0.0,0,0,1,0,0,0,0
644742050,4.851709,0.0,0,0,1,0,0,0,0
645242050,4.85332,0.0,0,0,1,0,0,0,0
645742053,4.85332,0.0,0,0,1,0,0,0,0
646242050,4.84043,0.0,0,0,1,0,0,0,0
646742050,4.8549314,0.0,0,0,1,0,0,0,0
647242050,4.8500977,0.0,0,0,1,0,0,0,0
647752050,4.8549314,0.0,0,0,1,0,0,0,0
648252050,4.8436522,0.0,0,0,1,0,0,0,0
648752057,4.808203,0.0,0,0,1,0,0,0,0
649252050,4.8468747,0.0,0,0,1,0,0,0,0
649752050,4.7840333,0.0,0,0,1,0,0,0,0
650252050,4.8307614,0.0,0,0,1,0,0,0,0
650762059,4.856543,0.0,0,0,1,0,0,0,0
651262064,4.8436522,0.0,0,0,1,0,0,0,0
651762050,4.8436522,0.0,0,0,1,0,0,0,0
652262050,4.8436522,0.0,0,0,1,0,0,0,0
652762050,4.8436522,0.0,0,0,1,0,0,0,0
653262050,4.842041,0.0,0,0,1,0,0,0,0
653762062,4.803369,0.0,0,0,1,0,0,0,0
654272050,4.798535,0.0,0,0,1,0,0,0,0
654772058,4.8500977,0.0,0,0,1,0,0,0,0
655272050,4.838818,0.0,0,0,1,0,0,0,0
655772050,4.8500977,0.0,0,0,1,0,0,0,0
656272050,4.8355956,0.0,0,0,1,0,0,0,0
656772050,4.8452635,0.0,0,0,1,0,0,0,0
657272077,4.9000487,0.0,0,0,1,0,0,0,0
657772050,4.842041,0.0,0,0,1,0,0,0,0
658282052,4.8452635,0.0,0,0,1,0,0,0,0
658782080,4.8484864,0.0,0,0,1,0,0,0,0
659282050,4.837207,0.0,0,0,1,0,0,0,0
659782050,4.8452635,0.0,0,0,1,0,0,0,0
660282050,4.84043,0.0,0,0,1,0,0,0,0
660782050,4.8468747,0.0,0,0,1,0,0,0,0
661282076,4.798535,0.0,0,0,1,0,0,0,0
661782050,4.832373,0.0,0,0,1,0,0,0,0
662292063,4.838818,0.0,0,0,1,0,0,0,0
662792050,4.8436522,0.0,0,0,1,0,0,0,0
663292050,4.7969236,0.0,0,0,1,0,0,0,0
663802053,4.838818,0.0,0,0,1,0,0,0,0
664302050,4.8436522,0.0,0,0,1,0,0,0,0
664802049,4.7953124,0.0,0,0,1,0,0,0,0
665302050,4.8436522,0.0,0,0,1,0,0,0,0
665802050,4.793701,0.0,0,0,1,0,0,0,0
666302051,4.787256,0.0,0,0,1,0,0,0,0
666802050,4.832373,0.0,0,0,1,0,0,0,0
667312082,4.8436522,0.0,0,0,1,0,0,0,0
667812056,4.8436522,0.0,0,0,1,0,0,0,0
668312050,4.8001466,0.0,0,0,1,0,0,0,0
668812050,4.8436522,0.0,0,0,1,0,0,0,0
669312050,4.798535,0.0,0,0,1,0,0,0,0
669812050,4.8001466,0.0,0,0,1,0,0,0,0
670312087,4.832373,0.0,0,0,1,0,0,0,0
670812050,4.8436522,0.0,0,0,1,0,0,0,0
671322050,4.8468747,0.0,0,0,1,0,0,0,0
671822050,4.8436522,0.0,0,0,1,0,0,0,0
672322085,4.84043,0.0,0,0,1,0,0,0,0
672822050,4.8452635,0.0,0,0,1,0,0,0,0
673322086,4.8194823,0.0,0,0,1,0,0,0,0
673822050,4.8436522,0.0,0,0,1,0,0,0,0
674322050,4.8468747,0.0,0,0,1,0,0,0,0
674822050,4.798535,0.0,0,0,1,0,0,0,0
675332091,4.851709,0.0,0,0,1,0,0,0,0
675832050,4.7856445,0.0,0,0,1,0,0,0,0
676332050,4.787256,0.0,0,0,1,0,0,0,0
676832065,4.8355956,0.0,0,0,1,0,0,0,0
677332076,4.842041,0.0,0,0,1,0,0,0,0
677832050,4.85332,0.0,0,0,1,0,0,0,0
678332050,4.84043,0.0,0,0,1,0,0,0,0
678832050,4.851709,0.0,0,0,1,0,0,0,0
679332050,4.851709,0.0,0,0,1,0,0,0,0
679842050,4.842041,0.0,0,0,1,0,0,0,0
680342050,4.8484864,0.0,0,0,1,0,0,0,0
680842050,4.84043,0.0,0,0,1,0,0,0,0
681342050,4.84043,0.0,0,0,1,0,0,0,0
681842091,4.837207,0.0,0,0,1,0,0,0,0
682342081,4.837207,0.0,0,0,1,0,0,0,0
682842050,4.838818,0.0,0,0,1,0,0,0,0
683342050,4.8500977,0.0,0,0,1,0,0,0,0
683852059,4.793701,0.0,0,0,1,0,0,0,0
684352050,4.8484864,0.0,0,0,1,0,0,0,0
684852050,4.8436522,0.0,0,0,1,0,0,0,0
685352050,4.8452635,0.0,0,0,1,0,0,0,0
685852066,4.8355956,0.0,0,0,1,0,0,0,0
686362050,4.838818,0.0,0,0,1,0,0,0,0
686862050,4.84043,0.0,0,0,1,0,0,0,0
687362095,4.8355956,0.0,0,0,1,0,0,0,0
687862050,4.788867,0.0,0,0,1,0,0,0,0
688362050,4.79209,0.0,0,0,1,0,0,0,0
688872050,4.84043,0.0,0,0,1,0,0,0,0
689372050,4.8065915,0.0,0,0,1,0,0,0,0
689872050,4.8436522,0.0,0,0,1,0,0,0,0
690372050,4.8500977,0.0,0,0,1,0,0,0,0
690872069,4.817871,0.0,0,0,1,0,0,0,0
691372050,4.8452635,0.0,0,0,1,0,0,0,0
691872050,4.8436522,0.0,0,0,1,0,0,0,0
692382072,4.8452635,0.0,0,0,1,0,0,0,0
692882050,4.808203,0.0,0,0,1,0,0,0,0
693382050,4.84043,0.0,0,0,1,0,0,0,0
693882050,4.7856445,0.0,0,0,1,0,0,0,0
694382050,4.817871,0.0,0,0,1,0,0,0,0
694882063,4.7856445,0.0,0,0,1,0,0,0,0
695382050,4.793701,0.0,0,0,1,0,0,0,0
695882052,4.813037,0.0,0,0,1,0,0,0,0
696392050,4.82915,0.0,0,0,1,0,0,0,0
696892050,4.8500977,0.0,0,0,1,0,0,0,0
697392064,4.8452635,0.0,0,0,1,0,0,0,0
697892050,4.8065915,0.0,0,0,1,0,0,0,0
698392050,4.8484864,0.0,0,0,1,0,0,0,0
698892050,4.7969236,0.0,0,0,1,0,0,0,0
699392050,4.8194823,0.0,0,0,1,0,0,0,0
699902093,4.817871,0.0,0,0,1,0,0,0,0
700402050,4.8968263,0.0,0,0,1,0,0,0,0
700902051,4.838818,0.0,0,0,1,0,0,0,0
701402050,4.8210936,0.0,0,0,1,0,0,0,0
701902050,4.906494,0.0,0,0,1,0,0,0,0
702402069,4.856543,0.0,0,0,1,0,0,0,0
702902050,4.7695312,0.0,0,0,1,0,0,0,0
703412050,4.8194823,0.0,0,0,1,0,0,0,0
703912050,4.8452635,0.0,0,0,1,0,0,0,0
704412050,4.8500977,0.0,0,0,1,0,0,0,0
704912050,4.82915,0.0,0,0,1,0,0,0,0
705412050,4.84043,0.0,0,0,1,0,0,0,0
705912072,4.90166,0.0,0,0,1,0,0,0,0
706412055,4.8710446,0.0,0,0,1,0,0,0,0
706912051,4.837207,0.0,0,0,1,0,0,0,0
707412086,4.8339844,0.0,0,0,1,0,0,0,0
707912050,4.8210936,0.0,0,0,1,0,0,0,0
708412050,4.838818,0.0,0,0,1,0,0,0,0
708912050,4.837207,0.0,0,0,1,0,0,0,0
709422050,4.8436522,0.0,0,0,1,0,0,0,0
709922050,4.8194823,0.0,0,0,1,0,0,0,0
710422057,4.7969236,0.0,0,0,1,0,0,0,0
710922073,4.838818,0.0,0,0,1,0,0,0,0
711422050,4.822705,0.0,0,0,1,0,0,0,0
711922050,4.8436522,0.0,0,0,1,0,0,0,0
712422050,4.838818,0.0,0,0,1,0,0,0,0
712922051,4.8194823,0.0,0,0,1,0,0,0,0
713422050,4.8001466,0.0,0,0,1,0,0,0,0
713922050,4.8452635,0.0,0,0,1,0,0,0,0
714432050,4.838818,0.0,0,0,1,0,0,0,0
714932050,4.7759767,0.0,0,0,1,0,0,0,0
715432051,4.851709,0.0,0,0,1,0,0,0,0
715932078,4.851709,0.0,0,0,1,0,0,0,0
716432050,4.8210936,0.0,0,0,1,0,0,0,0
716932053,4.8436522,0.0,0,0,1,0,0,0,0
717432050,4.837207,0.0,0,0,1,0,0,0,0
717942050,4.842041,0.0,0,0,1,0,0,0,0
718442050,4.790478,0.0,0,0,1,0,0,0,0
718942050,4.8452635,0.0,0,0,1,0,0,0,0
719442051,4.8436522,0.0,0,0,1,0,0,0,0
719942050,4.777588,0.0,0,0,1,0,0,0,0
720442050,4.8307614,0.0,0,0,1,0,0,0,0
720952097,4.8484864,0.0,0,0,1,0,0,0,0
721452050,4.8452635,0.0,0,0,1,0,0,0,0
721952051,4.822705,0.0,0,0,1,0,0,0,0
722452050,4.8452635,0.0,0,0,1,0,0,0,0
722952050,4.8468747,0.0,0,0,1,0,0,0,0
723452050,4.813037,0.0,0,0,1,0,0,0,0
723952050,4.798535,0.0,0,0,1,0,0,0,0
724452053,4.84043,0.0,0,0,1,0,0,0,0
724962066,4.8500977,0.0,0,0,1,0,0,0,0
725462050,4.817871,0.0,0,0,1,0,0,0,0
725962090,4.8468747,0.0,0,0,1,0,0,0,0
726462050,4.8452635,0.0,0,0,1,0,0,0,0
726962050,4.8210936,0.0,0,0,1,0,0,0,0
727462050,4.8355956,0.0,0,0,1,0,0,0,0
727962050,4.8001466,0.0,0,0,1,0,0,0,0
728472050,4.837207,0.0,0,0,1,0,0,0,0
728972050,4.774365,0.0,0,0,1,0,0,0,0
729472050,4.842041,0.0,0,0,1,0,0,0,0
729972050,4.8452635,0.0,0,0,1,0,0,0,0
730472050,4.8597655,0.0,0,0,1,0,0,0,0
730972096,4.793701,0.0,0,0,1,0,0,0,0
731482050,4.793701,0.0,0,0,1,0,0,0,0
731982050,4.8468747,0.0,0,0,1,0,0,0,0
732482050,4.8114257,0.0,0,0,1,0,0,0,0
732982050,4.842041,0.0,0,0,1,0,0,0,0
733482050,4.79209,0.0,0,0,1,0,0,0,0
733982050,4.76792,0.0,0,0,1,0,0,0,0
734492052,4.8210936,0.0,0,0,1,0,0,0,0
734992053,4.8001466,0.0,0,0,1,0,0,0,0
735492050,4.798535,0.0,0,0,1,0,0,0,0
735992070,4.8243165,0.0,0,0,1,0,0,0,0
736492050,4.8452635,0.0,0,0,1,0,0,0,0
736992050,4.8001466,0.0,0,0,1,0,0,0,0
737492052,4.8355956,0.0,0,0,1,0,0,0,0
737992050,4.8436522,0.0,0,0,1,0,0,0,0
738492050,4.8452635,0.0,0,0,1,0,0,0,0
738992050,4.8307614,0.0,0,0,1,0,0,0,0
739492050,4.801758,0.0,0,0,1,0,0,0,0
739992050,4.793701,0.0,0,0,1,0,0,0,0
740502050,4.851709,0.0,0,0,1,0,0,0,0
741002059,4.7840333,0.0,0,0,1,0,0,0,0
741502083,4.851709,0.0,0,0,1,0,0,0,0
742002050,4.8500977,0.0,0,0,1,0,0,0,0
742502050,4.8339844,0.0,0,0,1,0,0,0,0
743002050,4.8484864,0.0,0,0,1,0,0,0,0
744012050,4.79209,0.0,0,0,1,0,0,0,0
744512050,4.779199,0.0,0,0,1,0,0,0,0
745012050,4.798535,0.0,0,0,1,0,0,0,0
745512050,4.798535,0.0,0,0,1,0,0,0,0
746012064,4.8436522,0.0,0,0,1,0,0,0,0
746512050,4.8001466,0.0,0,0,1,0,0,0,0
747022050,4.8500977,0.0,0,0,1,0,0,0,0
747522050,4.798535,0.0,0,0,1,0,0,0,0
748022050,4.8049803,0.0,0,0,1,0,0,0,0
748522050,4.801758,0.0,0,0,1,0,0,0,0
749022050,4.8500977,0.0,0,0,1,0,0,0,0
749532061,4.7969236,0.0,0,0,1,0,0,0,0
750032050,4.8436522,0.0,0,0,1,0,0,0,0
750532057,4.85332,0.0,0,0,1,0,0,0,0
751032050,4.798535,0.0,0,0,1,0,0,0,0
751532051,4.793701,0.0,0,0,1,0,0,0,0
752032050,4.8452635,0.0,0,0,1,0,0,0,0
752532050,4.798535,0.0,0,0,1,0,0,0,0
753032056,4.842041,0.0,0,0,1,0,0,0,0
753532050,4.788867,0.0,0,0,1,0,0,0,0
754032050,4.798535,0.0,0,0,1,0,0,0,0
754532068,4.7969236,0.0,0,0,1,0,0,0,0
755032050,4.7856445,0.0,0,0,1,0,0,0,0
755542050,4.842041,0.0,0,0,1,0,0,0,0
756042050,4.793701,0.0,0,0,1,0,0,0,0
756542050,4.8500977,0.0,0,0,1,0,0,0,0
757042053,4.7856445,0.0,0,0,1,0,0,0,0
757542050,4.793701,0.0,0,0,1,0,0,0,0
758042050,4.8436522,0.0,0,0,1,0,0,0,0
758552055,4.856543,0.0,0,0,1,0,0,0,0
759052050,4.8436522,0.0,0,0,1,0,0,0,0
759552084,4.8500977,0.0,0,0,1,0,0,0,0
760052050,4.8452635,0.0,0,0,1,0,0,0,0
760552050,4.8468747,0.0,0,0,1,0,0,0,0
761052050,4.798535,0.0,0,0,1,0,0,0,0
761552050,4.8436522,0.0,0,0,1,0,0,0,0
762062051,4.8452635,0.0,0,0,1,0,0,0,0
762562050,4.8484864,0.0,0,0,1,0,0,0,0
763062050,4.8452635,0.0,0,0,1,0,0,0,0
763562050,4.8500977,0.0,0,0,1,0,0,0,0
764062050,4.7969236,0.0,0,0,1,0,0,0,0
764562088,4.798535,0.0,0,0,1,0,0,0,0
765062050,4.7856445,0.0,0,0,1,0,0,0,0
765562050,4.801758,0.0,0,0,1,0,0,0,0
766062050,4.8436522,0.0,0,0,1,0,0,0,0
766562050,4.8049803,0.0,0,0,1,0,0,0,0
767072062,4.827539,0.0,0,0,1,0,0,0,0
767572051,4.904883,0.0,0,0,1,0,0,0,0
768072063,4.793701,0.0,0,0,1,0,0,0,0
768572055,4.801758,0.0,0,0,1,0,0,0,0
769072050,4.8436522,0.0,0,0,1,0,0,0,0
769572097,4.8468747,0.0,0,0,1,0,0,0,0
770072050,4.837207,0.0,0,0,1,0,0,0,0
770572050,4.8468747,0.0,0,0,1,0,0,0,0
771072050,4.787256,0.0,0,0,1,0,0,0,0
771582050,4.85332,0.0,0,0,1,0,0,0,0
772082050,4.8452635,0.0,0,0,1,0,0,0,0
772582053,4.8001466,0.0,0,0,1,0,0,0,0
773082050,4.8452635,0.0,0,0,1,0,0,0,0
773582050,4.8452635,0.0,0,0,1,0,0,0,0
774082050,4.837207,0.0,0,0,1,0,0,0,0
774592056,4.788867,0.0,0,0,1,0,0,0,0
775092050,4.8500977,0.0,0,0,1,0,0,0,0
775592050,4.9000487,0.0,0,0,1,0,0,0,0
776092050,4.8049803,0.0,0,0,1,0,0,0,0
776592050,4.7808104,0.0,0,0,1,0,0,0,0
777092050,4.8452635,0.0,0,0,1,0,0,0,0
777592050,4.8500977,0.0,0,0,1,0,0,0,0
778092050,4.8500977,0.0,0,0,1,0,0,0,0
778592050,4.8484864,0.0,0,0,1,0,0,0,0
779092050,4.8452635,0.0,0,0,1,0,0,0,0
779592091,4.8452635,0.0,0,0,1,0,0,0,0
780092050,4.8500977,0.0,0,0,1,0,0,0,0
780592050,4.8001466,0.0,0,0,1,0,0,0,0
781102050,4.798535,0.0,0,0,1,0,0,0,0
781602050,4.85332,0.0,0,0,1,0,0,0,0
782102050,4.851709,0.0,0,0,1,0,0,0,0
782602050,4.798535,0.0,0,0,1,0,0,0,0
783102050,4.798535,0.0,0,0,1,0,0,0,0
783602050,4.798535,0.0,0,0,1,0,0,0,0
784112052,4.851709,0.0,0,0,1,0,0,0,0
784612066,4.8549314,0.0,0,0,1,0,0,0,0
785112050,4.79209,0.0,0,0,1,0,0,0,0
785612050,4.798535,0.0,0,0,1,0,0,0,0
786112050,4.8500977,0.0,0,0,1,0,0,0,0
786612050,4.7953124,0.0,0,0,1,0,0,0,0
787112050,4.798535,0.0,0,0,1,0,0,0,0
787612050,4.8500977,0.0,0,0,1,0,0,0,0
788112050,4.8484864,0.0,0,0,1,0,0,0,0
788612050,4.7953124,0.0,0,0,1,0,0,0,0
789112050,4.798535,0.0,0,0,1,0,0,0,0
789612049,4.79209,0.0,0,0,1,0,0,0,0
790122050,4.85332,0.0,0,0,1,0,0,0,0
790622091,4.8001466,0.0,0,0,1,0,0,0,0
791122050,4.8307614,0.0,0,0,1,0,0,0,0
791622050,4.787256,0.0,0,0,1,0,0,0,0
792122064,4.798535,0.0,0,0,1,0,0,0,0
792622050,4.842041,0.0,0,0,1,0,0,0,0
793132050,4.787256,0.0,0,0,1,0,0,0,0
793632050,4.7824216,0.0,0,0,1,0,0,0,0
794132050,4.7953124,0.0,0,0,1,0,0,0,0
794632079,4.838818,0.0,0,0,1,0,0,0,0
795132050,4.793701,0.0,0,0,1,0,0,0,0
795632050,4.798535,0.0,0,0,1,0,0,0,0
796132050,4.84043,0.0,0,0,1,0,0,0,0
796642050,4.788867,0.0,0,0,1,0,0,0,0
797142050,4.8549314,0.0,0,0,1,0,0,0,0
797642050,4.8500977,0.0,0,0,1,0,0,0,0
798142051,4.8049803,0.0,0,0,1,0,0,0,0
798642050,4.851709,0.0,0,0,1,0,0,0,0
799142050,4.85332,0.0,0,0,1,0,0,0,0
799642069,4.7824216,0.0,0,0,1,0,0,0,0
800142050,4.801758,0.0,0,0,1,0,0,0,0
800642050,4.8049803,0.0,0,0,1,0,0,0,0
801142063,4.8339844,0.0,0,0,1,0,0,0,0
801642050,4.8468747,0.0,0,0,1,0,0,0,0
